# a rho dNda dNdaerr
10.9 3.38280035693 2466.82309668 790.671698014
11.0 3.26861300109 2428.29226251 804.55623194
11.1 3.15926167986 2390.68393122 818.548798712
11.2 3.05450074055 2353.80207169 832.590330994
11.3 2.95409904678 2317.81272865 846.745882335
11.4 2.85783900239 2282.84911254 861.076660066
11.5 2.76551564869 2248.50784023 875.442379626
11.6 2.67693582913 2214.81086434 889.854797257
11.7 2.59191741577 2181.90039354 904.377187143
11.8 2.51028859251 2149.70636775 918.990092671
11.9 2.43188719045 2118.12712861 933.657289891
12.0 2.3565600712 2086.99924264 948.3097475
12.1 2.28416255437 2056.61120498 963.08161393
12.2 2.21455788567 2025.55322352 977.30437865
12.3 2.14761674244 1995.86607452 991.943533675
12.4 2.08321677382 1966.97585097 1006.74561151
12.5 2.02124217263 1938.60760178 1021.58206218
12.6 1.96158327689 1910.57721175 1036.35768497
12.7 1.90413619831 1883.11288268 1051.19639184
12.8 1.84880247611 1856.02869646 1065.99919438
12.9 1.79548875399 1829.20563106 1080.69508932
13.0 1.74410647867 1802.37144655 1095.11232677
13.1 1.6945716184 1776.07827557 1109.5756192
13.2 1.6468043999 1750.35570708 1124.11226203
13.3 1.60072906247 1725.1915352 1138.72478989
13.4 1.55627362806 1699.70285481 1152.82509545
13.5 1.51336968602 1675.06990794 1167.19795071
13.6 1.47195219161 1651.28980386 1181.86953138
13.7 1.43195927732 1628.27076442 1196.80193853
13.8 1.39333207594 1605.80027356 1211.8604473
13.9 1.35601455475 1582.98094724 1226.36405467
14.0 1.31995335996 1560.99226586 1241.21072857
14.1 1.28509767072 1539.88080598 1256.47104437
14.2 1.25139906202 1519.21267017 1271.8188686
14.3 1.21881137598 1498.87049221 1287.16412197
14.4 1.18729060081 1479.11342362 1302.73873011
14.5 1.15679475704 1459.65373489 1318.30436779
14.6 1.12728379059 1440.5826637 1333.94846178
14.7 1.098719472 1421.88983548 1349.67087054
14.8 1.07106530172 1403.64022424 1365.54442089
14.9 1.04428642081 1385.68096018 1381.43165653
15.0 1.01834952686 1368.10427181 1397.43130923
15.1 0.993222794743 1350.81974426 1413.46063726
15.2 0.96887580186 1333.88382852 1429.58581947
15.3 0.94527945766 1317.22711977 1445.74119994
15.4 0.922405937114 1300.99010996 1462.09035342
15.5 0.900228617928 1285.00044327 1478.45238373
15.6 0.878722021239 1269.37642158 1494.97083136
15.7 0.857861755597 1253.96861989 1511.48000652
15.8 0.837624464028 1238.91600614 1528.15388364
15.9 0.817987773979 1224.1254309 1544.88971419
16.0 0.798930249991 1209.58710575 1561.68229124
16.1 0.780431348917 1195.29673576 1578.53299282
16.2 0.762471377544 1181.28542454 1595.49096126
16.3 0.745031452471 1167.38795456 1612.33845345
16.4 0.728093462116 1153.29318134 1628.63173384
16.5 0.711640030722 1140.03109741 1645.82409273
16.6 0.69565448424 1127.0092666 1663.105679
16.7 0.680120817999 1114.1996958 1680.44315427
16.8 0.665023666036 1101.68925112 1697.97700636
16.9 0.650348272011 1089.25681638 1715.37479364
17.0 0.636080461604 1077.16389866 1733.05112316
17.1 0.622206616317 1065.2105439 1750.69841011
17.2 0.608713648598 1053.48319416 1768.46257752
17.3 0.595588978215 1041.95624826 1786.31003376
17.4 0.582820509813 1030.65526734 1804.29355747
17.5 0.570396611578 1019.45808565 1822.20608042
17.6 0.558306094963 1008.52509573 1840.3384236
17.7 0.546538195405 997.726949163 1858.46616934
17.8 0.535082553985 987.147673036 1876.75133943
17.9 0.523929199976 976.710184403 1895.0567442
18.0 0.513068534239 966.461379681 1913.47898807
18.1 0.502491313413 956.35292068 1931.9301282
18.2 0.492188634858 946.441125468 1950.53048221
18.3 0.482151922318 936.653678413 1969.13956679
18.4 0.47237291226 927.047987024 1987.8834258
18.5 0.462843640853 917.589139596 2006.69624868
18.6 0.453556431557 908.256955313 2025.53951427
18.7 0.444503883292 899.127686348 2044.59080148
18.8 0.435678859146 890.077474821 2063.57759206
18.9 0.427074475615 881.188689007 2082.69302723
19.0 0.418684092321 872.451630084 2101.92361686
19.1 0.410501302213 863.829592936 2121.18819296
19.2 0.402519922198 855.364772406 2140.59654622
19.3 0.394733984206 846.983581027 2159.9715118
19.4 0.387137726646 838.773983806 2179.54194396
19.5 0.37972558625 830.389702869 2198.40444949
19.6 0.372492190276 822.197300238 2217.50999202
19.7 0.365432349053 814.339966536 2237.26872061
19.8 0.358541048862 806.55871149 2256.99515575
19.9 0.351813445116 798.580867527 2275.91253866
20.0 0.345244855846 790.877802423 2295.34658324
20.1 0.338830755466 783.16214116 2314.47968676
20.2 0.332566768806 775.812969125 2334.43887284
20.3 0.326448665401 768.616127912 2354.61610777
20.4 0.320472354025 761.540846269 2374.92943406
20.5 0.314633877454 754.556123072 2395.28979002
20.6 0.308929407453 747.689997193 2415.79223231
20.7 0.303355239973 740.637048113 2435.44197312
20.8 0.297907790546 733.776089441 2455.46338123
20.9 0.292583589881 727.169483699 2476.09135365
21.0 0.287379279627 720.661033902 2496.81911377
21.1 0.282291608326 713.926980925 2516.51259279
21.2 0.277317427526 707.195434978 2535.93795503
21.3 0.272453688046 700.494550174 2555.18718872
21.4 0.267697436409 694.354423516 2576.22152089
21.5 0.2630458114 688.313972482 2597.39616596
21.6 0.258496040783 682.320214865 2618.51674108
21.7 0.254045438129 676.283809145 2639.23355411
21.8 0.249691399789 670.225639257 2659.61093197
21.9 0.245431401974 664.50039091 2681.06521265
22.0 0.241262997959 658.855559048 2702.61725991
22.1 0.237183815394 653.27056368 2724.18779483
22.2 0.233191553716 647.745292889 2745.77889741
22.3 0.229283981673 642.314678259 2767.54377874
22.4 0.225458934932 636.94884801 2789.36189019
22.5 0.221714313789 631.636327792 2811.18638443
22.6 0.218048080961 626.429372962 2833.25554553
22.7 0.214458259467 621.239931793 2855.17823908
22.8 0.210942930586 616.166600291 2877.40933362
22.9 0.207500231896 611.122803546 2899.55459415
23.0 0.204128355386 606.141067934 2921.76817686
23.1 0.200825545639 601.25635788 2944.22617096
23.2 0.197590098082 596.409257597 2966.6462371
23.3 0.194420357306 591.608539493 2989.07235184
23.4 0.191314715441 586.904230574 3011.76306125
23.5 0.188271610597 582.222320193 3034.34662687
23.6 0.185289525364 577.602044483 3057.02712739
23.7 0.182366985359 573.065555557 3079.92968565
23.8 0.179502557834 568.574111754 3102.85467636
23.9 0.176694850333 564.131146089 3125.82354791
24.0 0.173942509394 559.730188395 3148.80334509
24.1 0.171244219303 555.193206263 3170.77925176
24.2 0.168598700889 550.803221566 3193.34800881
24.3 0.166004710364 546.59442011 3216.74005582
24.4 0.163461038205 542.40135113 3240.00613316
24.5 0.160966508073 538.287555712 3263.52711987
24.6 0.158519975774 534.184751916 3286.89572007
24.7 0.156120328254 530.174893524 3310.61819943
24.8 0.153766482628 526.188203977 3334.26957322
24.9 0.151457385249 522.223887176 3357.84282031
25.0 0.149192010803 518.082040293 3380.03166501
25.1 0.146969361439 514.212703042 3403.75592369
25.2 0.144788465924 510.411923223 3427.71554447
25.3 0.142648378839 506.661223992 3451.79630745
25.4 0.140548179785 502.953143615 3475.95318236
25.5 0.138486972635 499.259127827 3499.99052528
25.6 0.136463884795 495.642553914 3524.3551038
25.7 0.1344780665 492.047052898 3548.6557626
25.8 0.132528690134 488.502423354 3573.10892026
25.9 0.130614949563 484.918304894 3597.05204818
26.0 0.128736059504 481.1305467 3619.23000721
26.1 0.126891254905 477.568792146 3642.84741511
26.2 0.12507979035 474.208360845 3667.77675949
26.3 0.123300939481 470.820786104 3692.28312255
26.4 0.121553994443 467.508766381 3717.16649028
26.5 0.119838265344 464.246236873 3742.2337781
26.6 0.118153079732 460.995270357 3767.18380726
26.7 0.116497782096 457.781728472 3792.22706426
26.8 0.11487173337 454.605777344 3817.36997209
26.9 0.113274310469 451.476381826 3842.69408898
27.0 0.111704905826 448.368653754 3867.99324161
27.1 0.110162926954 445.243891004 3892.92910975
27.2 0.108647796017 442.16363804 3918.03351393
27.3 0.107158949412 439.177746034 3943.76232858
27.4 0.105695837374 436.055583718 3968.0432311
27.5 0.104257923582 433.016714978 3992.84397147
27.6 0.102844684788 430.007974004 4017.69048998
27.7 0.101455610448 427.005270273 4042.35822392
27.8 0.100090202372 424.157291429 4068.26792159
27.9 0.0987479743792 421.223897942 4093.13680754
28.0 0.0974284519714 418.322629939 4118.08221653
28.1 0.0961311720078 415.266603308 4141.24521239
28.2 0.0948556823961 412.409150672 4166.12749274
28.3 0.0936015417901 409.709799165 4192.38455353
28.4 0.0923683192981 407.029068602 4218.62576259
28.5 0.0911555941993 404.400997792 4245.20884381
28.6 0.089962955669 401.754790954 4271.39529281
28.7 0.088790002513 399.171977423 4298.04868552
28.8 0.0876363429086 396.614419694 4324.77213694
28.9 0.0865015941546 394.056321552 4351.28438451
29.0 0.0853853824281 391.549225284 4378.15468282
29.1 0.0842873425492 389.04980499 4404.90708436
29.2 0.0832071177522 386.596703221 4431.98107185
29.3 0.0821443594638 384.154416988 4458.9776235
29.4 0.0810987270878 381.724602681 4485.91418299
29.5 0.0800698877965 379.333653927 4513.10348939
29.6 0.0790575163277 376.952044948 4540.2003186
29.7 0.0780612947883 374.611576789 4567.58991584
29.8 0.0770809124628 372.292947401 4595.04583479
29.9 0.0761160656284 369.948726682 4621.97881442
30.0 0.0751664573745 367.517337386 4647.59189957
30.1 0.0742317974283 365.267074904 4675.27225034
30.2 0.0733118019848 363.00149325 4702.55208549
30.3 0.0724061935416 360.811725925 4730.61260419
30.4 0.0715147007396 358.615881439 4758.39649612
30.5 0.0706370582065 356.427368151 4786.07456689
30.6 0.069773006406 354.29182338 4814.26406183
30.7 0.0689222914913 352.149885819 4842.16801776
30.8 0.0680846651619 350.030211214 4870.17571718
30.9 0.0672598845252 347.959458812 4898.66710025
31.0 0.0664477119614 345.800269312 4925.70360906
31.1 0.0656479149931 343.692476436 4953.24987821
31.2 0.0648602661575 341.654052747 4981.5873861
31.3 0.0640845428827 339.631066019 5009.94956147
31.4 0.0633205273676 337.646541025 5038.68173749
31.5 0.0625680064645 335.652595539 5067.07485517
31.6 0.0618267715657 333.701125326 5095.9103742
31.7 0.0610966184925 331.7572279 5124.66540791
31.8 0.060377347388 329.834088371 5153.54394313
31.9 0.0596687626121 327.925053623 5182.4459069
32.0 0.0589706726396 326.023877108 5211.27305025
32.1 0.0582828899617 324.170197738 5240.6644503
32.2 0.0576052309888 322.297075301 5269.54574234
32.3 0.0569375159576 320.454002511 5298.71860533
32.4 0.0562795688393 318.642658815 5328.22191306
32.5 0.0556312172509 316.828081876 5357.47642214
32.6 0.0549922923689 315.037609442 5386.94189995
32.7 0.054362628845 313.149017898 5414.51294246
32.8 0.0537420647246 311.352431358 5443.45095299
32.9 0.0531304413667 309.604806823 5473.04229507
33.0 0.0525276033664 307.867551248 5502.61995932
33.1 0.0519333984794 306.054908851 5530.63460902
33.2 0.0513476775487 304.302407174 5559.51148427
33.3 0.0507702944322 302.635740164 5589.75512645
33.4 0.0502011059339 300.947691965 5619.40963143
33.5 0.0496399717352 299.299767232 5649.6172809
33.6 0.0490867543291 297.660125497 5679.78945982
33.7 0.0485413189555 296.031480767 5709.97803606
33.8 0.0480035335387 294.319777412 5738.35045822
33.9 0.0474732686257 292.687113214 5768.04321719
34.0 0.0469503973271 291.101122664 5798.45577603
34.1 0.0464347952588 289.53115545 5828.99522096
34.2 0.0459263404852 287.97164557 5859.55308452
34.3 0.0454249134644 286.423352492 5890.14626606
34.4 0.0449303969941 284.898561069 5921.03191931
34.5 0.0444426761593 283.242615511 5948.97181317
34.6 0.0439616382813 281.738390625 5979.87723388
34.7 0.0434871728676 280.235343289 6010.6148655
34.8 0.0430191715637 278.750180503 6041.54219223
34.9 0.0425575281056 277.293523863 6072.89855781
35.0 0.0421021382736 275.830562954 6103.92778369
35.1 0.0416528998472 274.385026429 6135.15077725
35.2 0.0412097125614 272.952411538 6166.4725713
35.3 0.0407724780638 271.449461668 6195.99652148
35.4 0.0403410998728 269.994008833 6226.38496048
35.5 0.0399154833368 268.593066412 6257.82939545
35.6 0.0394955355947 267.202316628 6289.32028406
35.7 0.0390811655369 265.827128497 6320.98739787
35.8 0.0386722837675 264.466372551 6352.80968571
35.9 0.0382688025676 263.115173104 6384.67421298
36.0 0.0378706358592 261.673038298 6414.11961701
36.1 0.0374776991697 260.214332989 6442.9143406
36.2 0.0370899095983 258.861859866 6474.11155148
36.3 0.0367071857819 257.433018504 6503.17285685
36.4 0.0363294478629 256.132589378 6535.25988513
36.5 0.0359566174569 254.848722054 6567.58281993
36.6 0.035588617622 253.570019343 6599.8527149
36.7 0.0352253728281 252.279893202 6631.63250696
36.8 0.0348668089273 250.919094209 6661.33527495
36.9 0.0345128531252 249.672818924 6693.865377
37.0 0.0341634339523 248.437013303 6726.49088314
37.1 0.0338184812364 247.211624988 6759.21376061
37.2 0.0334779260758 245.943227592 6790.56232959
37.3 0.0331417008131 244.657649771 6821.21689351
37.4 0.032809739009 243.467360516 6854.32453732
37.5 0.0324819754177 242.192264799 6884.83870526
37.6 0.032158345962 240.980422546 6916.93410984
37.7 0.0318387877094 239.805498079 6949.89490467
37.8 0.031523238849 238.610772285 6982.08738193
37.9 0.0312116386682 237.436849421 7014.68951688
38.0 0.0309039275305 236.290413988 7047.91339668
38.1 0.0306000468538 235.152487893 7081.20617831
38.2 0.0302999390888 234.032267562 7114.84999184
38.3 0.0300035476984 232.902835994 7148.02933841
38.4 0.0297108171372 231.795200709 7181.69214033
38.5 0.0294216928316 230.693388189 7215.35320831
38.6 0.0291361211603 229.596346109 7248.97977746
38.7 0.0288540494352 228.510390922 7282.77271241
38.8 0.0285754258832 227.432917994 7316.65348369
38.9 0.0283001996275 226.324104611 7349.3319488
39.0 0.0280283206699 225.244899749 7382.77256167
39.1 0.0277597398739 224.19336688 7416.93355704
39.2 0.0274944089472 223.140595375 7450.87042446
39.3 0.0272322804253 222.000748251 7481.68460159
39.4 0.026973307655 220.971237527 7516.00452919
39.5 0.0267174447792 219.940334604 7550.09364965
39.6 0.0264646467205 218.930337953 7584.71859433
39.7 0.0262148691664 217.912720911 7618.89736154
39.8 0.0259680685546 216.914993211 7653.58876094
39.9 0.0257242020583 215.925249048 7688.38354468
40.0 0.0254832275719 214.930802448 7722.82917651
40.1 0.0252451036971 213.952997626 7757.69048552
40.2 0.0250097897295 212.973015764 7792.29083226
40.3 0.024777245645 212.015238116 7827.52374034
40.4 0.0245474320872 211.048807053 7862.25738306
40.5 0.024320310354 210.097616261 7897.37679401
40.6 0.0240958423858 209.141084308 7932.11235562
40.7 0.0238739907528 208.164449789 7965.88932912
40.8 0.0236547186434 207.226425203 8000.94946209
40.9 0.0234379898524 206.263117103 8034.83910724
41.0 0.0232237687694 205.286787341 8068.00944802
41.1 0.0230120203678 204.366785711 8103.19197079
41.2 0.0228027101939 203.470325819 8139.129804
41.3 0.0225958043558 202.562793757 8174.44668621
41.4 0.0223912695134 201.675135145 8210.38636967
41.5 0.0221890728677 200.781829831 8245.91775713
41.6 0.0219891821511 199.89644114 8281.59241194
41.7 0.0217915656173 199.025487749 8317.68705583
41.8 0.0215961920315 198.112145688 8351.81766894
41.9 0.0214030306615 197.231571782 8387.1293141
42.0 0.0212120512679 196.315147581 8420.71046536
42.1 0.0210232240953 195.452555557 8456.39695419
42.2 0.0208365198635 194.611646751 8492.84160792
42.3 0.0206519097586 193.770675287 8529.10746261
42.4 0.0204693654246 192.93465245 8565.4127679
42.5 0.0202888589551 192.103169712 8601.74070598
42.6 0.0201103628851 191.286810279 8638.5702646
42.7 0.019933850183 190.456350595 8674.58375797
42.8 0.0197592942426 189.586076734 8708.57950237
42.9 0.019586668876 188.779629388 8745.3078052
43.0 0.0194159483052 187.973041873 8781.85097905
43.1 0.0192471071557 187.18421841 8819.04829816
43.2 0.0190801204483 186.384724111 8855.5658356
43.3 0.018914963593 185.611372583 8893.15058372
43.4 0.0187516123813 184.816730866 8929.53825316
43.5 0.0185900429797 183.994228047 8964.3788447
43.6 0.0184302319233 183.194452035 9000.11944382
43.7 0.0182721561088 182.428239174 9037.32046009
43.8 0.0181157927885 181.633933701 9072.9393932
43.9 0.0179611195637 180.832527117 9107.99450744
44.0 0.017808114379 180.075506605 9145.08741027
44.1 0.0176567555159 179.332907145 9182.73536365
44.2 0.0175070215869 178.593378102 9220.36661962
44.3 0.01735889153 177.857433509 9258.00790613
44.4 0.0172123446029 177.125166419 9295.66475864
44.5 0.0170673603773 176.400401097 9333.54032482
44.6 0.0169239187337 175.679357127 9371.43874136
44.7 0.0167819998558 174.90557221 9406.32444808
44.8 0.0166415842255 174.169159937 9443.00996404
44.9 0.0165026526177 173.465326417 9481.27832394
45.0 0.0163651860949 172.758182065 9519.19120632
45.1 0.0162291660031 172.060075369 9557.4262578
45.2 0.0160945739659 171.330422602 9593.71923514
45.3 0.0159613918807 170.635709203 9631.77647046
45.4 0.0158296019134 169.952160099 9670.28858599
45.5 0.0156991864941 169.268694854 9708.63145752
45.6 0.0155701283126 168.552245956 9744.88958611
45.7 0.0154424103141 167.857849248 9782.22078149
45.8 0.0153160156946 167.189101151 9820.86289468
45.9 0.0151909278969 166.524988811 9859.60375731
46.0 0.0150671306063 165.843229549 9897.11634016
46.1 0.0149446077467 165.130269477 9932.55660596
46.2 0.0148233434767 164.452459113 9969.89864579
46.3 0.0147033221851 163.760423257 10006.1716697
46.4 0.0145845284879 163.119159417 10045.353959
46.5 0.0144669472237 162.480996534 10084.5562566
46.6 0.0143505634507 161.842369717 10123.5563921
46.7 0.0142353624425 161.20679435 10162.5716003
46.8 0.0141213296849 160.588293149 10202.4935477
46.9 0.0140084508724 159.958080212 10241.5007756
47.0 0.0138967119044 159.340678996 10281.1545529
47.1 0.0137860988823 158.72938152 10321.034195
47.2 0.0136765981059 158.111143034 10360.2905067
47.3 0.0135681960702 157.500980522 10399.9009421
47.4 0.0134608794622 156.900338174 10439.9702218
47.5 0.013354635158 156.297364869 10479.7146847
47.6 0.0132494502194 155.699963129 10519.6610813
47.7 0.0131453118909 155.102381825 10559.4228876
47.8 0.0130422075972 154.478650389 10597.2146513
47.9 0.0129401249397 153.757013932 10628.0319129
48.0 0.0128390516941 153.170089484 10667.917729
48.1 0.0127389758071 152.589779144 10708.0914536
48.2 0.0126398853943 152.017343961 10748.6491976
48.3 0.012541768737 151.444103851 10788.9816466
48.4 0.0124446142798 150.871015772 10829.1526859
48.5 0.0123484106277 150.300991464 10869.369597
48.6 0.0122531465439 149.672452472 10905.147204
48.7 0.0121588109472 149.123864627 10946.5503588
48.8 0.0120653929094 148.563484042 10986.9217034
48.9 0.0119728816528 148.007664086 11027.4567489
49.0 0.0118812665482 147.460764501 11068.4868045
49.1 0.0117905371121 146.916327401 11109.5349552
49.2 0.011700683005 146.372081279 11150.428859
49.3 0.0116116940283 145.831999316 11191.4703092
49.4 0.011523560123 145.29604495 11232.6600984
49.5 0.0114362713667 144.7571487 11273.4512798
49.6 0.0113498179723 144.232393669 11315.1755635
49.7 0.0112641902851 143.7030429 11356.373183
49.8 0.0111793787811 143.174068674 11397.4286204
49.9 0.0110953740653 142.592622509 11434.1013413
50.0 0.0110121668689 142.076221567 11475.7879443
50.1 0.0109297480482 141.557747189 11517.1384434
50.2 0.0108481085821 141.047651861 11559.0023952
50.3 0.0107672395705 140.540615426 11600.9521834
50.4 0.0106871322323 140.027548029 11642.2341978
50.5 0.0106077779035 139.45220808 11678.1244164
50.6 0.0105291680358 138.904434975 11716.0843129
50.7 0.0104512941944 138.41171605 11758.4951808
50.8 0.0103741480565 137.913946054 11800.3111921
50.9 0.0102977214094 137.374258246 11838.3427663
51.0 0.0102220061491 136.874241928 11879.5903829
51.1 0.0101469942785 136.384619704 11921.5648218
51.2 0.0100726779058 135.89970809 11963.7817619
51.3 0.00999904924287 135.42164337 12006.4361352
51.4 0.00992610060376 134.937112082 12048.3488345
51.5 0.00985382440315 134.465706748 12091.2661335
51.6 0.0097822131548 133.956708157 12130.6167939
51.7 0.00971125947012 133.463858552 12171.226597
51.8 0.00964095605667 132.993298181 12213.6869498
51.9 0.00957129571675 132.52412528 12256.1045028
52.0 0.00950227134598 132.070724327 12299.8183352
52.1 0.00943387593191 131.606719482 12342.3824406
52.2 0.00936610255267 131.147741555 12385.2489932
52.3 0.00929894437562 130.688920123 12427.961523
52.4 0.00923239465604 130.242716257 12471.7103716
52.5 0.0091664467358 129.790776346 12514.747786
52.6 0.00910109404216 129.339725354 12557.7023716
52.7 0.00903633008643 128.896224887 12601.2239846
52.8 0.0089721484628 128.453855373 12644.6927898
52.9 0.00890854284709 128.010815709 12687.9294311
53.0 0.00884550699558 127.577271565 12731.9439049
53.1 0.00878303474385 127.126246096 12774.041844
53.2 0.00872112000557 126.652819625 12813.6863135
53.3 0.00865975677143 126.22319957 12857.5716594
53.4 0.00859893910798 125.794446212 12901.3818818
53.5 0.00853866115657 125.357953284 12944.2270322
53.6 0.00847891713222 124.908951504 12985.5918802
53.7 0.0084197013226 124.489710527 13029.870943
53.8 0.00836100808699 124.064627108 13073.372485
53.9 0.00830283185521 123.652413438 13118.0661005
54.0 0.00824516712663 123.236762657 13162.2346626
54.1 0.00818800846919 122.820224611 13206.1419048
54.2 0.00813135051842 122.359971557 13245.1468432
54.3 0.00807518797642 121.901324693 13284.0899145
54.4 0.00801951561101 121.493331554 13328.3517959
54.5 0.00796432825471 121.089878466 13372.9477134
54.6 0.00790962080387 120.687601581 13417.510681
54.7 0.00785538821775 120.254833173 13458.4961546
54.8 0.00780162551762 119.841275695 13501.4325363
54.9 0.00774832778594 119.441002829 13545.6874766
55.0 0.00769549016542 119.050816888 13590.9227071
55.1 0.00764310785822 118.60588434 13629.7076281
55.2 0.00759117612514 118.215223419 13674.5253132
55.3 0.00753969028472 117.829048625 13719.6994541
55.4 0.00748864571253 117.441711253 13764.575324
55.5 0.00743803784028 117.061801696 13810.160718
55.6 0.00738786215513 116.675034623 13854.7735515
55.7 0.00733811419883 116.274556428 13897.5757504
55.8 0.00728878956705 115.880084243 13940.9042515
55.9 0.00723988390856 115.504637751 13986.3465552
56.0 0.00719139292454 115.130063254 14031.7320012
56.1 0.00714331236783 114.75972573 14077.4725118
56.2 0.00709563804224 114.389781349 14123.100689
56.3 0.00704836580185 114.021041004 14168.7153396
56.4 0.00700149155029 113.651100854 14214.0158122
56.5 0.00695501124011 113.277975532 14258.7463843
56.6 0.00690892087204 112.877667961 14299.8563112
56.7 0.00686321649442 112.518740269 14346.0177899
56.8 0.00681789420248 112.146756792 14390.3440462
56.9 0.00677295013773 111.751947582 14431.5383453
57.0 0.00672838048735 111.398586971 14477.8945189
57.1 0.00668418148352 111.043530896 14523.869422
57.2 0.00664034940285 110.694478069 14570.4693411
57.3 0.0065968805658 110.344154872 14616.7429824
57.4 0.00655377133601 109.995690954 14663.1015243
